folder,claim_id,source_file,status,falsifier_text,quantity,units,how_obtained,reference,maps_to,breaks_at,downgrade_reason,notes,batch
uninstrumented,UNI_136,uninstrumented/CLAIM_TABLE.md,MEASURED,the figures being located in the source,presence of the figures in the source,boolean present/absent,read the named source,,,,,named source,0
uninstrumented,UNI_137,uninstrumented/CLAIM_TABLE.md,UNKNOWN,the two legs turning out to have one mechanism,,,,,,,judgment-shaped predicate; no procedure or quantity named,,0
uninstrumented,UNI_138,uninstrumented/CLAIM_TABLE.md,UNKNOWN,the cross-link being added,,,,,,,future-event/modification condition; no reading obtainable from existing named material,,0
uninstrumented,UNI_139,uninstrumented/CLAIM_TABLE.md,MEASURED,a control field returning a comparable hit rate,hit rate of the mechanism-fitting procedure on a control field,"hit rate (proportion), comparable to target field","run the control-field audit: three candidate fields named, categories to score stated",,,,,file states this falsifier 'has not been run',0
uninstrumented,UNI_140,uninstrumented/CLAIM_TABLE.md,MEASURED,"the fraction being sourced, or the pairing restated without it",whether the fraction is sourced,boolean sourced/unsourced (value in stated units),locate the fraction in the cited source,,,,,named quantity,0
uninstrumented,UNI_141,uninstrumented/CLAIM_TABLE.md,UNKNOWN,a perplexity control failing to collapse the difference,,,,,,,the referenced difference has no readout/units in the file ('no readout'),,0
uninstrumented,UNI_142,uninstrumented/CLAIM_TABLE.md,MEASURED,the stated consequence not being visible in the artifact,visibility of the stated consequence in the artifact,boolean visible/absent,inspect the named artifact,,,,,named artifact,0
uninstrumented,UNI_143,uninstrumented/CLAIM_TABLE.md,UNKNOWN,a finding above turning out to depend on the thesis,,,,,,,judgment-shaped predicate; no procedure or quantity named,,0
uninstrumented,UNI_144,uninstrumented/CLAIM_TABLE.md,UNKNOWN,the challenge turning out to reach S3's narrower use,,,,,,,judgment-shaped predicate; no procedure or quantity named,,0
uninstrumented,UNI_145,uninstrumented/CLAIM_TABLE.md,MEASURED,a fourth specimen restoring the majority to readings,count of pasted-output specimens among the named specimen set,count (a fourth specimen would restore majority to readings),inspect specimen files,,,,,named artifacts,0
uninstrumented,UNI_146,uninstrumented/CLAIM_TABLE.md,UNKNOWN,"a verifier with source access, for whom the marker does work",,,,,,,counterexample/existence over an open search space; no checkable quantity with units named,,0
uninstrumented,UNI_147,uninstrumented/CLAIM_TABLE.md,UNKNOWN,a recoding under which the four cuts contribute independently,,,,,,,counterexample/existence over an open search space; no checkable quantity with units named,,0
uninstrumented,UNI_148,uninstrumented/CLAIM_TABLE.md,UNKNOWN,a literal case that is genuinely encountered and a borrowed one that is not,,,,,,,counterexample/existence over an open search space; no checkable quantity with units named,,0
uninstrumented,UNI_149,uninstrumented/CLAIM_TABLE.md,UNKNOWN,a narrower C1 that excludes sterilization and imprisonment,,,,,,,counterexample/existence over an open search space; no checkable quantity with units named,,0
uninstrumented,UNI_150,uninstrumented/CLAIM_TABLE.md,UNKNOWN,a measured inter-rater agreement high enough to make persistence readable,,,,,,,names quantity (inter-rater agreement) but no units or threshold ('high enough'),,0
uninstrumented,UNI_151,uninstrumented/CLAIM_TABLE.md,MEASURED,one clause naming the referent in C4's first sentence,presence of a clause naming the referent in C4's first sentence,boolean present/absent,read C4's definition text in selection_cuts.py,,,,,named artifact,0
uninstrumented,UNI_152,uninstrumented/CLAIM_TABLE.md,MEASURED,the Darwin adoption turning out to precede theoretical stabilization,date ordering of Darwin adoption vs theoretical stabilization,date ordering (boolean precedes),locate dated historical records for both,,,,,explicit temporal comparison,0
uninstrumented,UNI_153,uninstrumented/CLAIM_TABLE.md,UNKNOWN,a drop specifying a calibration set that the instrument then fails to use,,,,,,,future-event/modification condition; no reading obtainable from existing named material,,0
uninstrumented,UNI_154,uninstrumented/CLAIM_TABLE.md,UNKNOWN,a literal case with a plural uncontrolled environment set that is not also separated by C3,,,,,,,counterexample/existence over an open search space; no checkable quantity with units named,,0
uninstrumented,UNI_155,uninstrumented/CLAIM_TABLE.md,UNKNOWN,"a literal case whose criterion is settled by a party, or a borrowed one settled by the world",,,,,,,counterexample/existence over an open search space; no checkable quantity with units named,,0
uninstrumented,UNI_156,uninstrumented/CLAIM_TABLE.md,UNKNOWN,a borrowed case that fails C4 and is not separated by C3 or arbitration,,,,,,,counterexample/existence over an open search space; no checkable quantity with units named,,0
uninstrumented,UNI_007,uninstrumented/CLAIM_TABLE.md (prose section),UNKNOWN,"file an entry under `PROXY SUBSTITUTION` whose `QUANTITY`, `VISIBLE AS` and `WOULD MEASURE` are not restatements of Goodhart's law.",,,,,,,counterexample/existence over an open search space; no checkable quantity with units named,,0
uninstrumented,UNI_008,uninstrumented/CLAIM_TABLE.md (prose section),MEASURED,run `--asym` on a corpus containing reportage and get a ratio near 1.0 with a usable event count.,caveat-issue ratio of reportage vs other accounts,ratio (dimensionless; refutes if near 1.0 with usable event count),run scan.py --asym on a corpus containing reportage,,,,,named instrument and named reading,0
uninstrumented,UNI_009,uninstrumented/CLAIM_TABLE.md (prose section),UNKNOWN,a corpus where the bare word `lean` is common enough that the substring match is buying recall rather than costing precision.,,,,,,,vague threshold ('common enough'); no stated quantity,,0
uninstrumented,UNI_010,uninstrumented/CLAIM_TABLE.md (prose section),MEASURED,"an exclusion rule stated in `scan.py` rather than in the caller — a `.scanignore`, or skipping the directory the output is written to.",presence of an exclusion rule in scan.py itself (e.g. .scanignore),boolean present/absent,read scan.py source,,,,,artifact property on named file,0
uninstrumented,UNI_011,uninstrumented/CLAIM_TABLE.md (prose section),UNKNOWN,a duty-time rule that names an environmental condition of the rest interval.,,,,,,,open literature search; no checkable quantity named,,0
uninstrumented,UNI_012,uninstrumented/CLAIM_TABLE.md (prose section),UNKNOWN,show that `affect routing` is `AUDIT ASYMMETRY` or `MODALITY` under another name.,,,,,,,counterexample/existence over an open search space; no checkable quantity with units named,,0
uninstrumented,OQ_1,uninstrumented/OPEN_QUESTIONS.md,MEASURED,"fine anomalies show no relationship to independently recorded conditions on routes where both exist, once enforcement regime is controlled",agreement between fine-anomaly series and independently recorded conditions (Signal Service station records),agreement/correlation between the two series on the same routes and months,"compare fine anomalies vs station records on routes where both exist, same months, controlling enforcement regime (validation path stated in WORK_ORDER_03)",,,,,comparison operation named; no explicit statistic threshold,0
uninstrumented,OQ_2,uninstrumented/OPEN_QUESTIONS.md,UNKNOWN,well-depth and crop testimony show no coherent spatial or temporal structure beyond what is explained by claim-filing chronology and boilerplate,,,,,,,no named statistic or units for 'coherent structure',,0
uninstrumented,OQ_4,uninstrumented/OPEN_QUESTIONS.md,MEASURED,"variable lists expand at a rate unrelated to documented failures — by technology availability or budget alone, with no assumption-failure signature",expansion rate of monitoring variable lists vs timing of documented failures,"rate of list expansion (variables per program revision), relatedness to failure dates",compare variable-list expansion across N>1 observation programs (stated HOLD condition) against documented failure log,,,,,'unrelated' and 'signature' not operationally defined; drafted in WORK_ORDER_03 (M-C),0
uninstrumented,CHARTER_F1,uninstrumented/CHARTER_SIGNATURE.md,UNKNOWN,the instrument fails if: charter absence sets across independent domains in the same period show no common structure,,,,,,,no statistic named for 'common structure' across absence sets,,0
uninstrumented,CHARTER_F2,uninstrumented/CHARTER_SIGNATURE.md,UNKNOWN,the named absences either do or do not turn up as the next generation of crises,,,,,,,future-event condition; no instrument or timeframe for the reading,,0
uninstrumented,FIND_F1,uninstrumented/FINDINGS_empathy_contempt.md,MEASURED,a divergence between two projections of the same terms over the same decades,divergence between the two projections (potency-axis vs moral-axis) of the same terms over the same decades,boolean divergence between the two decade projections,build decade series for both seed sets and compare the two projections,,,,,file reports no decade figures; both seed sets and decade series still needed,0
uninstrumented,SR_F1,uninstrumented/specs/SCOPED_REFUSAL.md,UNKNOWN,"if refusals cannot be attributed to an artifact even in principle, requirement one is unbuildable and the spec fails",,,,,,,in-principle buildability claim; no checkable quantity named,,0
uninstrumented,CA_F1,uninstrumented/coupling_audit/FALSIFIER.md,MEASURED,A model scoring `PRESENT_COUPLED` (every agent drawing on the measured flow carries a coupling term under the same rule),coupling-audit verdict for a model,verdict label PRESENT_COUPLED from audit.derive_verdict(),run the audit schema on a model entry; selftest constructs a PRESENT_COUPLED case so the verdict is reachable,,,,,FALSIFIER.md falsifier 1 of 2,0
uninstrumented,CA_F2,uninstrumented/coupling_audit/FALSIFIER.md,MEASURED,"A gate that is both STATED and justified in the units being measured (a stated, quantity-justified gate is a pass, not a hit)",whether a model's exclusion gate is stated and justified in the flow's own units,True/False/None verdict from audit.gate_justified_in_units(),run audit.gate_justified_in_units() on the model's exclusion rule; None reserved for unexamined gates,,,,,FALSIFIER.md falsifier 2 of 2; species and market-output gates explicitly do not qualify,0
uninstrumented,R03 (A3),uninstrumented/specimens/INSTANCE_LOG_INDEX.md,MEASURED,"`prior_band` and `band_shift` (`""+1 tier""`) alongside the current band, and `audit_dimensions.substrate_primary_confidence` carrying `prior_score` + `shift`","presence of before/after fields prior_band, band_shift, prior_score+shift in record R03",boolean presence of each named field,read record R03 at its repo-qualified path,,,,,,0
uninstrumented,R04 (A3),uninstrumented/specimens/INSTANCE_LOG_INDEX.md,MEASURED,"the four-beat structure of one correction: trigger, model_response, user_correction, model_correction_applied",presence of the four-beat correction structure in record R04,boolean presence of the four named fields,read record R04,,,,,,0
uninstrumented,R05 (A3),uninstrumented/specimens/INSTANCE_LOG_INDEX.md,MEASURED,"as `R04`, minus `model_response`, which is `unrecorded` here",presence of trigger/user_correction/model_correction_applied with model_response unrecorded,boolean presence per named field,read record R05,,,,,R06 carries the same falsifier; deduped,0
